1{'age_gps_data': '0.50', 'easting': 2279607.0956550227, 'latd': 44.56740323166667, 'lat_direction': 'N', 'timestamp': '231441.00', 'lond': 123.27509206833334, 'gps_qual': '2', 'ref_station_id': '0244*1F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055241', 'antenna_altitude': '51.239', 'geo_sep': '', 'latitude': '4434.0441939', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.59536806215}
2{'age_gps_data': '', 'easting': 2279612.411958043, 'latd': 44.567432466666666, 'lat_direction': 'N', 'timestamp': '231624.00', 'lond': 123.27502650666666, 'gps_qual': '1', 'ref_station_id': '*05\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5015904', 'antenna_altitude': '57.084', 'geo_sep': '', 'latitude': '4434.0459480', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103880.66313122399}
3{'age_gps_data': '', 'easting': 2279607.2293007886, 'latd': 44.56740001, 'lat_direction': 'N', 'timestamp': '231624.00', 'lond': 123.27509023, 'gps_qual': '1', 'ref_station_id': '*0B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054138', 'antenna_altitude': '51.713', 'geo_sep': '', 'latitude': '4434.0440006', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.23258021288}
1{'age_gps_data': '0.57', 'easting': 2279607.164271972, 'latd': 44.567404223333334, 'lat_direction': 'N', 'timestamp': '231622.00', 'lond': 123.27509125166667, 'gps_qual': '2', 'ref_station_id': '0244*16\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054751', 'antenna_altitude': '51.134', 'geo_sep': '', 'latitude': '4434.0442534', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.70326695219}
2{'age_gps_data': '', 'easting': 2279612.439039894, 'latd': 44.567432525, 'lat_direction': 'N', 'timestamp': '231625.00', 'lond': 123.27502616833333, 'gps_qual': '1', 'ref_station_id': '*0F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5015701', 'antenna_altitude': '57.177', 'geo_sep': '', 'latitude': '4434.0459515', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103880.66868633404}
3{'age_gps_data': '', 'easting': 2279607.2343133, 'latd': 44.56740011, 'lat_direction': 'N', 'timestamp': '231625.00', 'lond': 123.27509017166666, 'gps_qual': '1', 'ref_station_id': '*0E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054103', 'antenna_altitude': '51.681', 'geo_sep': '', 'latitude': '4434.0440066', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.24352629669}
1{'age_gps_data': '0.73', 'easting': 2279607.1650340413, 'latd': 44.567404215, 'lat_direction': 'N', 'timestamp': '231623.00', 'lond': 123.27509124166667, 'gps_qual': '2', 'ref_station_id': '0244*1B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054745', 'antenna_altitude': '51.126', 'geo_sep': '', 'latitude': '4434.0442529', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.702314239}
3{'age_gps_data': '', 'easting': 2279607.2439834108, 'latd': 44.56740025166667, 'lat_direction': 'N', 'timestamp': '231626.00', 'lond': 123.27509005666667, 'gps_qual': '1', 'ref_station_id': '*07\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054034', 'antenna_altitude': '51.647', 'geo_sep': '', 'latitude': '4434.0440151', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.25894497056}
2{'age_gps_data': '', 'easting': 2279613.545160064, 'latd': 44.56743717, 'lat_direction': 'N', 'timestamp': '231626.00', 'lond': 123.27501245833334, 'gps_qual': '1', 'ref_station_id': '*00\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5007475', 'antenna_altitude': '59.954', 'geo_sep': '', 'latitude': '4434.0462302', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103881.14712446649}
1{'age_gps_data': '0.46', 'easting': 2279607.1655899794, 'latd': 44.56740425666667, 'lat_direction': 'N', 'timestamp': '231624.00', 'lond': 123.27509123666667, 'gps_qual': '2', 'ref_station_id': '0244*13\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054742', 'antenna_altitude': '51.133', 'geo_sep': '', 'latitude': '4434.0442554', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.70692776982}
2{'age_gps_data': '', 'easting': 2279613.6843311335, 'latd': 44.56743765, 'lat_direction': 'N', 'timestamp': '231627.00', 'lond': 123.27501072833333, 'gps_qual': '1', 'ref_station_id': '*0B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5006437', 'antenna_altitude': '60.354', 'geo_sep': '', 'latitude': '4434.0462590', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103881.19571029674}
3{'age_gps_data': '', 'easting': 2279607.252028869, 'latd': 44.567400418333335, 'lat_direction': 'N', 'timestamp': '231627.00', 'lond': 123.27508996333333, 'gps_qual': '1', 'ref_station_id': '*02\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5053978', 'antenna_altitude': '51.598', 'geo_sep': '', 'latitude': '4434.0440251', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.2771990532}
1{'age_gps_data': '0.75', 'easting': 2279607.161752941, 'latd': 44.56740425666667, 'lat_direction': 'N', 'timestamp': '231625.00', 'lond': 123.275091285, 'gps_qual': '2', 'ref_station_id': '0244*19\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054771', 'antenna_altitude': '51.129', 'geo_sep': '', 'latitude': '4434.0442554', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.70705962088}
2{'age_gps_data': '', 'easting': 2279612.5746792196, 'latd': 44.567433085, 'lat_direction': 'N', 'timestamp': '231628.00', 'lond': 123.27502448666667, 'gps_qual': '1', 'ref_station_id': '*02\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5014692', 'antenna_altitude': '57.521', 'geo_sep': '', 'latitude': '4434.0459851', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103880.72628815752}
3{'age_gps_data': '', 'easting': 2279607.2632663874, 'latd': 44.56740052, 'lat_direction': 'N', 'timestamp': '231628.00', 'lond': 123.27508982666667, 'gps_qual': '1', 'ref_station_id': '*02\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5053896', 'antenna_altitude': '51.581', 'geo_sep': '', 'latitude': '4434.0440312', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.2881165361}
1{'age_gps_data': '0.53', 'easting': 2279607.164658686, 'latd': 44.56740429, 'lat_direction': 'N', 'timestamp': '231626.00', 'lond': 123.27509125, 'gps_qual': '2', 'ref_station_id': '0244*14\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054750', 'antenna_altitude': '51.122', 'geo_sep': '', 'latitude': '4434.0442574', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.71066588257}
2{'age_gps_data': '', 'easting': 2279612.590667223, 'latd': 44.567433183333335, 'lat_direction': 'N', 'timestamp': '231629.00', 'lond': 123.27502429, 'gps_qual': '1', 'ref_station_id': '*08\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5014574', 'antenna_altitude': '57.534', 'geo_sep': '', 'latitude': '4434.0459910', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103880.73667180352}
3{'age_gps_data': '', 'easting': 2279607.2635017093, 'latd': 44.56740058166667, 'lat_direction': 'N', 'timestamp': '231629.00', 'lond': 123.27508982666667, 'gps_qual': '1', 'ref_station_id': '*02\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5053896', 'antenna_altitude': '51.535', 'geo_sep': '', 'latitude': '4434.0440349', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.2949647503}
1{'age_gps_data': '0.72', 'easting': 2279607.1640734486, 'latd': 44.56740431, 'lat_direction': 'N', 'timestamp': '231627.00', 'lond': 123.27509125833333, 'gps_qual': '2', 'ref_station_id': '0244*17\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054755', 'antenna_altitude': '51.118', 'geo_sep': '', 'latitude': '4434.0442586', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.71290965844}
2{'age_gps_data': '', 'easting': 2279608.0627657413, 'latd': 44.567414373333335, 'lat_direction': 'N', 'timestamp': '231630.00', 'lond': 123.27508042166667, 'gps_qual': '1', 'ref_station_id': '*0E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048253', 'antenna_altitude': '45.934', 'geo_sep': '', 'latitude': '4434.0448624', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.80090265814}
3{'age_gps_data': '', 'easting': 2279607.269937849, 'latd': 44.56740067333333, 'lat_direction': 'N', 'timestamp': '231630.00', 'lond': 123.27508975, 'gps_qual': '1', 'ref_station_id': '*04\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5053850', 'antenna_altitude': '51.494', 'geo_sep': '', 'latitude': '4434.0440404', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.3049353892}
1{'age_gps_data': '0.51', 'easting': 2279607.1599132996, 'latd': 44.56740426, 'lat_direction': 'N', 'timestamp': '231628.00', 'lond': 123.27509130833333, 'gps_qual': '2', 'ref_station_id': '0244*16\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054785', 'antenna_altitude': '51.124', 'geo_sep': '', 'latitude': '4434.0442556', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.7074934477}
2{'age_gps_data': '', 'easting': 2279611.7578127645, 'latd': 44.56742972833333, 'lat_direction': 'N', 'timestamp': '231631.00', 'lond': 123.275034615, 'gps_qual': '1', 'ref_station_id': '*03\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5020769', 'antenna_altitude': '55.389', 'geo_sep': '', 'latitude': '4434.0457837', 'num_sats': '09', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103880.38115199376}
3{'age_gps_data': '', 'easting': 2279607.27713856, 'latd': 44.56740082666666, 'lat_direction': 'N', 'timestamp': '231631.00', 'lond': 123.27508966666667, 'gps_qual': '1', 'ref_station_id': '*04\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5053800', 'antenna_altitude': '51.457', 'geo_sep': '', 'latitude': '4434.0440496', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.3217360545}
1{'age_gps_data': '0.77', 'easting': 2279607.1623521484, 'latd': 44.567404275, 'lat_direction': 'N', 'timestamp': '231629.00', 'lond': 123.27509127833333, 'gps_qual': '2', 'ref_station_id': '0244*19\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054767', 'antenna_altitude': '51.122', 'geo_sep': '', 'latitude': '4434.0442565', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.70907739177}
2{'age_gps_data': '', 'easting': 2279608.0541248256, 'latd': 44.567414293333336, 'lat_direction': 'N', 'timestamp': '231632.00', 'lond': 123.27508052666667, 'gps_qual': '1', 'ref_station_id': '*0C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048316', 'antenna_altitude': '45.930', 'geo_sep': '', 'latitude': '4434.0448576', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.79230492003}
3{'age_gps_data': '', 'easting': 2279607.2814042196, 'latd': 44.567401008333334, 'lat_direction': 'N', 'timestamp': '231632.00', 'lond': 123.27508962166667, 'gps_qual': '1', 'ref_station_id': '*04\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5053773', 'antenna_altitude': '51.402', 'geo_sep': '', 'latitude': '4434.0440605', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.34178777039}
1{'age_gps_data': '0.50', 'easting': 2279607.165420757, 'latd': 44.56740428166667, 'lat_direction': 'N', 'timestamp': '231630.00', 'lond': 123.27509124, 'gps_qual': '2', 'ref_station_id': '0244*1F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054744', 'antenna_altitude': '51.124', 'geo_sep': '', 'latitude': '4434.0442569', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.70971316751}
2{'age_gps_data': '', 'easting': 2279608.0661002216, 'latd': 44.567414415, 'lat_direction': 'N', 'timestamp': '231633.00', 'lond': 123.27508038166667, 'gps_qual': '1', 'ref_station_id': '*0F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5048229', 'antenna_altitude': '45.921', 'geo_sep': '', 'latitude': '4434.0448649', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.8054207135}
3{'age_gps_data': '', 'easting': 2279607.298710247, 'latd': 44.56740114, 'lat_direction': 'N', 'timestamp': '231633.00', 'lond': 123.27508941, 'gps_qual': '1', 'ref_station_id': '*01\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5053646', 'antenna_altitude': '51.378', 'geo_sep': '', 'latitude': '4434.0440684', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.35583222192}
1{'age_gps_data': '0.74', 'easting': 2279607.166694244, 'latd': 44.56740430333333, 'lat_direction': 'N', 'timestamp': '231631.00', 'lond': 123.275091225, 'gps_qual': '2', 'ref_station_id': '0244*18\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054735', 'antenna_altitude': '51.114', 'geo_sep': '', 'latitude': '4434.0442582', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.71207837854}
3{'age_gps_data': '', 'easting': 2279607.30230299, 'latd': 44.56740118, 'lat_direction': 'N', 'timestamp': '231634.00', 'lond': 123.27508936666666, 'gps_qual': '1', 'ref_station_id': '*09\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5053620', 'antenna_altitude': '51.336', 'geo_sep': '', 'latitude': '4434.0440708', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.36015609652}
2{'age_gps_data': '', 'easting': 2279612.304381488, 'latd': 44.56743191, 'lat_direction': 'N', 'timestamp': '231634.00', 'lond': 123.275027835, 'gps_qual': '1', 'ref_station_id': '*03\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5016701', 'antenna_altitude': '56.842', 'geo_sep': '', 'latitude': '4434.0459146', 'num_sats': '09', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103880.60493572429}
1{'age_gps_data': '0.50', 'easting': 2279607.1611613426, 'latd': 44.567404275, 'lat_direction': 'N', 'timestamp': '231632.00', 'lond': 123.27509129333333, 'gps_qual': '2', 'ref_station_id': '0244*13\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054776', 'antenna_altitude': '51.114', 'geo_sep': '', 'latitude': '4434.0442565', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.70911831036}
3{'age_gps_data': '', 'easting': 2279607.3046756294, 'latd': 44.56740128166667, 'lat_direction': 'N', 'timestamp': '231635.00', 'lond': 123.27508934166667, 'gps_qual': '1', 'ref_station_id': '*0D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5053605', 'antenna_altitude': '51.300', 'geo_sep': '', 'latitude': '4434.0440769', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.37137820013}
1{'age_gps_data': '0.72', 'easting': 2279607.167089927, 'latd': 44.567404268333334, 'lat_direction': 'N', 'timestamp': '231633.00', 'lond': 123.27509121833333, 'gps_qual': '2', 'ref_station_id': '0244*14\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054731', 'antenna_altitude': '51.115', 'geo_sep': '', 'latitude': '4434.0442561', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.7081733672}
2{'age_gps_data': '', 'easting': 2279612.5779018383, 'latd': 44.567432993333334, 'lat_direction': 'N', 'timestamp': '231635.00', 'lond': 123.27502444166667, 'gps_qual': '1', 'ref_station_id': '*05\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5014665', 'antenna_altitude': '57.573', 'geo_sep': '', 'latitude': '4434.0459796', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103880.71598562319}
3{'age_gps_data': '', 'easting': 2279607.3073523, 'latd': 44.56740142833333, 'lat_direction': 'N', 'timestamp': '231636.00', 'lond': 123.275089315, 'gps_qual': '1', 'ref_station_id': '*0E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5053589', 'antenna_altitude': '51.262', 'geo_sep': '', 'latitude': '4434.0440857', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.3875931045}
1{'age_gps_data': '0.57', 'easting': 2279607.1625900823, 'latd': 44.567404233333335, 'lat_direction': 'N', 'timestamp': '231634.00', 'lond': 123.27509127333333, 'gps_qual': '2', 'ref_station_id': '0244*12\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054764', 'antenna_altitude': '51.123', 'geo_sep': '', 'latitude': '4434.0442540', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.70443657879}
2{'age_gps_data': '', 'easting': 2279612.549055419, 'latd': 44.567432923333335, 'lat_direction': 'N', 'timestamp': '231636.00', 'lond': 123.27502480166666, 'gps_qual': '1', 'ref_station_id': '*0B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5014881', 'antenna_altitude': '57.464', 'geo_sep': '', 'latitude': '4434.0459754', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103880.70919400826}
3{'age_gps_data': '', 'easting': 2279607.3098966605, 'latd': 44.567401575, 'lat_direction': 'N', 'timestamp': '231637.00', 'lond': 123.27508929, 'gps_qual': '1', 'ref_station_id': '*0D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5053574', 'antenna_altitude': '51.206', 'geo_sep': '', 'latitude': '4434.0440945', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.40381255094}
1{'age_gps_data': '0.77', 'easting': 2279607.1606855877, 'latd': 44.567404185, 'lat_direction': 'N', 'timestamp': '231635.00', 'lond': 123.275091295, 'gps_qual': '2', 'ref_station_id': '0244*14\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054777', 'antenna_altitude': '51.131', 'geo_sep': '', 'latitude': '4434.0442511', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.69912816398}
2{'age_gps_data': '', 'easting': 2279612.541686749, 'latd': 44.56743283, 'lat_direction': 'N', 'timestamp': '231637.00', 'lond': 123.27502489, 'gps_qual': '1', 'ref_station_id': '*06\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5014934', 'antenna_altitude': '57.501', 'geo_sep': '', 'latitude': '4434.0459698', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103880.6990701044}
3{'age_gps_data': '', 'easting': 2279607.3213364524, 'latd': 44.567401695, 'lat_direction': 'N', 'timestamp': '231638.00', 'lond': 123.27508915166666, 'gps_qual': '1', 'ref_station_id': '*0A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5053491', 'antenna_altitude': '51.180', 'geo_sep': '', 'latitude': '4434.0441017', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M', 'northing': 103877.41676144581}
1{'age_gps_data': '0.53', 'easting': 2279607.161367477, 'latd': 44.567404225, 'lat_direction': 'N', 'timestamp': '231636.00', 'lond': 123.27509128833333, 'gps_qual': '2', 'ref_station_id': '0244*1A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054773', 'antenna_altitude': '51.129', 'geo_sep': '', 'latitude': '4434.0442535', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.70355206355}
2{'age_gps_data': '', 'easting': 2279612.5418839063, 'latd': 44.56743288166667, 'lat_direction': 'N', 'timestamp': '231638.00', 'lond': 123.27502489, 'gps_qual': '1', 'ref_station_id': '*04\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5014934', 'antenna_altitude': '57.516', 'geo_sep': '', 'latitude': '4434.0459729', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103880.70480779931}
